Date,Collection,Collection_Label,Product_Count,Regional_Product_Count,Mean,Lower_2Sigma,Upper_2Sigma
2025-10-17,HLSL30,HLSL30 (input),6406,,6568.6,3511.00198848835,9626.198011511651
2025-10-18,HLSL30,HLSL30 (input),4130,,6568.6,3511.00198848835,9626.198011511651
2025-10-19,HLSL30,HLSL30 (input),3923,,6568.6,3511.00198848835,9626.198011511651
2025-10-20,HLSL30,HLSL30 (input),4270,,6568.6,3511.00198848835,9626.198011511651
2025-10-21,HLSL30,HLSL30 (input),4423,,6568.6,3511.00198848835,9626.198011511651
2025-10-22,HLSL30,HLSL30 (input),4332,,6568.6,3511.00198848835,9626.198011511651
2025-10-23,HLSL30,HLSL30 (input),4406,,6568.6,3511.00198848835,9626.198011511651
2025-10-24,HLSL30,HLSL30 (input),6327,,6568.6,3511.00198848835,9626.198011511651
2025-10-25,HLSL30,HLSL30 (input),8181,,6568.6,3511.00198848835,9626.198011511651
2025-10-26,HLSL30,HLSL30 (input),8127,,6568.6,3511.00198848835,9626.198011511651
2025-10-27,HLSL30,HLSL30 (input),8081,,6568.6,3511.00198848835,9626.198011511651
2025-10-28,HLSL30,HLSL30 (input),7927,,6568.6,3511.00198848835,9626.198011511651
2025-10-29,HLSL30,HLSL30 (input),7989,,6568.6,3511.00198848835,9626.198011511651
2025-10-30,HLSL30,HLSL30 (input),7582,,6568.6,3511.00198848835,9626.198011511651
2025-10-31,HLSL30,HLSL30 (input),7451,,6568.6,3511.00198848835,9626.198011511651
2025-11-01,HLSL30,HLSL30 (input),7852,,6568.6,3511.00198848835,9626.198011511651
2025-11-02,HLSL30,HLSL30 (input),7872,,6568.6,3511.00198848835,9626.198011511651
2025-11-03,HLSL30,HLSL30 (input),7851,,6568.6,3511.00198848835,9626.198011511651
2025-11-04,HLSL30,HLSL30 (input),7814,,6568.6,3511.00198848835,9626.198011511651
2025-11-05,HLSL30,HLSL30 (input),7857,,6568.6,3511.00198848835,9626.198011511651
2025-11-06,HLSL30,HLSL30 (input),7320,,6568.6,3511.00198848835,9626.198011511651
2025-11-07,HLSL30,HLSL30 (input),6547,,6568.6,3511.00198848835,9626.198011511651
2025-11-08,HLSL30,HLSL30 (input),6443,,6568.6,3511.00198848835,9626.198011511651
2025-11-09,HLSL30,HLSL30 (input),6552,,6568.6,3511.00198848835,9626.198011511651
2025-11-10,HLSL30,HLSL30 (input),4552,,6568.6,3511.00198848835,9626.198011511651
2025-11-11,HLSL30,HLSL30 (input),1256,,6568.6,3511.00198848835,9626.198011511651
2025-11-12,HLSL30,HLSL30 (input),0,,6568.6,3511.00198848835,9626.198011511651
2025-11-13,HLSL30,HLSL30 (input),0,,6568.6,3511.00198848835,9626.198011511651
2025-11-14,HLSL30,HLSL30 (input),0,,6568.6,3511.00198848835,9626.198011511651
2025-11-15,HLSL30,HLSL30 (input),0,,6568.6,3511.00198848835,9626.198011511651
2025-10-17,HLSS30,HLSS30 (input),14662,,12824.28,9747.502853959033,15901.057146040968
2025-10-18,HLSS30,HLSS30 (input),14740,,12824.28,9747.502853959033,15901.057146040968
2025-10-19,HLSS30,HLSS30 (input),14257,,12824.28,9747.502853959033,15901.057146040968
2025-10-20,HLSS30,HLSS30 (input),13835,,12824.28,9747.502853959033,15901.057146040968
2025-10-21,HLSS30,HLSS30 (input),14081,,12824.28,9747.502853959033,15901.057146040968
2025-10-22,HLSS30,HLSS30 (input),14588,,12824.28,9747.502853959033,15901.057146040968
2025-10-23,HLSS30,HLSS30 (input),14330,,12824.28,9747.502853959033,15901.057146040968
2025-10-24,HLSS30,HLSS30 (input),13673,,12824.28,9747.502853959033,15901.057146040968
2025-10-25,HLSS30,HLSS30 (input),14003,,12824.28,9747.502853959033,15901.057146040968
2025-10-26,HLSS30,HLSS30 (input),13927,,12824.28,9747.502853959033,15901.057146040968
2025-10-27,HLSS30,HLSS30 (input),13393,,12824.28,9747.502853959033,15901.057146040968
2025-10-28,HLSS30,HLSS30 (input),12822,,12824.28,9747.502853959033,15901.057146040968
2025-10-29,HLSS30,HLSS30 (input),12141,,12824.28,9747.502853959033,15901.057146040968
2025-10-30,HLSS30,HLSS30 (input),12166,,12824.28,9747.502853959033,15901.057146040968
2025-10-31,HLSS30,HLSS30 (input),12426,,12824.28,9747.502853959033,15901.057146040968
2025-11-01,HLSS30,HLSS30 (input),12477,,12824.28,9747.502853959033,15901.057146040968
2025-11-02,HLSS30,HLSS30 (input),12309,,12824.28,9747.502853959033,15901.057146040968
2025-11-03,HLSS30,HLSS30 (input),12227,,12824.28,9747.502853959033,15901.057146040968
2025-11-04,HLSS30,HLSS30 (input),12287,,12824.28,9747.502853959033,15901.057146040968
2025-11-05,HLSS30,HLSS30 (input),11500,,12824.28,9747.502853959033,15901.057146040968
2025-11-06,HLSS30,HLSS30 (input),11467,,12824.28,9747.502853959033,15901.057146040968
2025-11-07,HLSS30,HLSS30 (input),12381,,12824.28,9747.502853959033,15901.057146040968
2025-11-08,HLSS30,HLSS30 (input),12086,,12824.28,9747.502853959033,15901.057146040968
2025-11-09,HLSS30,HLSS30 (input),11507,,12824.28,9747.502853959033,15901.057146040968
2025-11-10,HLSS30,HLSS30 (input),7322,,12824.28,9747.502853959033,15901.057146040968
2025-11-11,HLSS30,HLSS30 (input),1594,,12824.28,9747.502853959033,15901.057146040968
2025-11-12,HLSS30,HLSS30 (input),0,,12824.28,9747.502853959033,15901.057146040968
2025-11-13,HLSS30,HLSS30 (input),0,,12824.28,9747.502853959033,15901.057146040968
2025-11-14,HLSS30,HLSS30 (input),0,,12824.28,9747.502853959033,15901.057146040968
2025-11-15,HLSS30,HLSS30 (input),0,,12824.28,9747.502853959033,15901.057146040968
2025-10-17,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),19383,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-18,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),19216,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-19,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),18501,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-20,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),18392,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-21,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),18813,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-22,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),19213,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-23,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),18951,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-24,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),18193,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-25,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),18367,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-26,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),17633,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-27,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),17322,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-28,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),17134,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-29,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),16315,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-30,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),16009,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-31,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),16260,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-01,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),16783,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-02,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),16528,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-03,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),16565,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-04,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),16543,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-05,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),15722,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-06,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),15258,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-07,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),22885,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-08,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),30861,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-09,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),24514,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-10,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),8889,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-11,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),0,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-12,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),0,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-13,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),0,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-14,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),0,,18556.708333333332,11936.28187478434,25177.134791882323
2025-11-15,OPERA_L3_DSWX-HLS_V1,DSWX-HLS (output),0,,18556.708333333332,11936.28187478434,25177.134791882323
2025-10-17,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),21066,,19354.92,15236.93230035834,23472.907699641655
2025-10-18,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18868,,19354.92,15236.93230035834,23472.907699641655
2025-10-19,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18180,,19354.92,15236.93230035834,23472.907699641655
2025-10-20,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18105,,19354.92,15236.93230035834,23472.907699641655
2025-10-21,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18504,,19354.92,15236.93230035834,23472.907699641655
2025-10-22,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18920,,19354.92,15236.93230035834,23472.907699641655
2025-10-23,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18736,,19354.92,15236.93230035834,23472.907699641655
2025-10-24,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),20000,,19354.92,15236.93230035834,23472.907699641655
2025-10-25,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),22184,,19354.92,15236.93230035834,23472.907699641655
2025-10-26,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),22056,,19354.92,15236.93230035834,23472.907699641655
2025-10-27,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),21476,,19354.92,15236.93230035834,23472.907699641655
2025-10-28,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),20749,,19354.92,15236.93230035834,23472.907699641655
2025-10-29,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),20130,,19354.92,15236.93230035834,23472.907699641655
2025-10-30,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),19748,,19354.92,15236.93230035834,23472.907699641655
2025-10-31,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),19877,,19354.92,15236.93230035834,23472.907699641655
2025-11-01,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),20329,,19354.92,15236.93230035834,23472.907699641655
2025-11-02,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),20181,,19354.92,15236.93230035834,23472.907699641655
2025-11-03,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),20078,,19354.92,15236.93230035834,23472.907699641655
2025-11-04,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),20102,,19354.92,15236.93230035834,23472.907699641655
2025-11-05,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),19358,,19354.92,15236.93230035834,23472.907699641655
2025-11-06,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18787,,19354.92,15236.93230035834,23472.907699641655
2025-11-07,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18928,,19354.92,15236.93230035834,23472.907699641655
2025-11-08,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),18519,,19354.92,15236.93230035834,23472.907699641655
2025-11-09,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),17979,,19354.92,15236.93230035834,23472.907699641655
2025-11-10,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),11013,,19354.92,15236.93230035834,23472.907699641655
2025-11-11,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),2059,,19354.92,15236.93230035834,23472.907699641655
2025-11-12,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),0,,19354.92,15236.93230035834,23472.907699641655
2025-11-13,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),0,,19354.92,15236.93230035834,23472.907699641655
2025-11-14,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),0,,19354.92,15236.93230035834,23472.907699641655
2025-11-15,OPERA_L3_DIST-ALERT-HLS_V1,DIST-ALERT-HLS (output),0,,19354.92,15236.93230035834,23472.907699641655
2025-10-17,SENTINEL-1A_SLC,S1A (input),1161,226,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-18,SENTINEL-1A_SLC,S1A (input),1146,219,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-19,SENTINEL-1A_SLC,S1A (input),1180,249,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-20,SENTINEL-1A_SLC,S1A (input),1160,235,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-21,SENTINEL-1A_SLC,S1A (input),1149,228,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-22,SENTINEL-1A_SLC,S1A (input),1232,242,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-23,SENTINEL-1A_SLC,S1A (input),1241,251,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-24,SENTINEL-1A_SLC,S1A (input),1240,261,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-25,SENTINEL-1A_SLC,S1A (input),1181,212,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-26,SENTINEL-1A_SLC,S1A (input),1166,238,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-27,SENTINEL-1A_SLC,S1A (input),1199,283,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-28,SENTINEL-1A_SLC,S1A (input),1173,251,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-29,SENTINEL-1A_SLC,S1A (input),1171,219,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-30,SENTINEL-1A_SLC,S1A (input),1148,213,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-31,SENTINEL-1A_SLC,S1A (input),1191,248,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-01,SENTINEL-1A_SLC,S1A (input),1175,236,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-02,SENTINEL-1A_SLC,S1A (input),1148,229,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-03,SENTINEL-1A_SLC,S1A (input),1227,244,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-04,SENTINEL-1A_SLC,S1A (input),1242,253,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-05,SENTINEL-1A_SLC,S1A (input),1231,261,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-06,SENTINEL-1A_SLC,S1A (input),1160,208,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-07,SENTINEL-1A_SLC,S1A (input),1156,234,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-08,SENTINEL-1A_SLC,S1A (input),1192,285,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-09,SENTINEL-1A_SLC,S1A (input),1162,253,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-10,SENTINEL-1A_SLC,S1A (input),1165,223,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-11,SENTINEL-1A_SLC,S1A (input),1145,218,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-12,SENTINEL-1A_SLC,S1A (input),1193,248,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-13,SENTINEL-1A_SLC,S1A (input),1178,234,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-14,SENTINEL-1A_SLC,S1A (input),1026,195,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-11-15,SENTINEL-1A_SLC,S1A (input),477,91,1177.1724137931035,1093.3087001068725,1261.0361274793345
2025-10-17,SENTINEL-1C_SLC,S1C (input),1043,177,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-18,SENTINEL-1C_SLC,S1C (input),1015,227,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-19,SENTINEL-1C_SLC,S1C (input),990,217,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-20,SENTINEL-1C_SLC,S1C (input),979,208,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-21,SENTINEL-1C_SLC,S1C (input),950,193,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-22,SENTINEL-1C_SLC,S1C (input),937,200,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-23,SENTINEL-1C_SLC,S1C (input),929,186,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-24,SENTINEL-1C_SLC,S1C (input),980,188,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-25,SENTINEL-1C_SLC,S1C (input),1053,208,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-26,SENTINEL-1C_SLC,S1C (input),971,200,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-27,SENTINEL-1C_SLC,S1C (input),968,203,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-28,SENTINEL-1C_SLC,S1C (input),1054,161,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-29,SENTINEL-1C_SLC,S1C (input),1093,169,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-30,SENTINEL-1C_SLC,S1C (input),1057,212,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-31,SENTINEL-1C_SLC,S1C (input),977,174,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-01,SENTINEL-1C_SLC,S1C (input),954,158,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-02,SENTINEL-1C_SLC,S1C (input),994,180,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-03,SENTINEL-1C_SLC,S1C (input),1083,193,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-04,SENTINEL-1C_SLC,S1C (input),972,150,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-05,SENTINEL-1C_SLC,S1C (input),941,161,1002.1724137931035,895.5942003689031,1108.7506272173039
