Date,Collection,Collection_Label,Product_Count,Regional_Product_Count,Mean,Lower_2Sigma,Upper_2Sigma
2025-11-06,SENTINEL-1C_SLC,S1C (input),1049,206,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-07,SENTINEL-1C_SLC,S1C (input),1025,201,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-08,SENTINEL-1C_SLC,S1C (input),1045,205,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-09,SENTINEL-1C_SLC,S1C (input),1080,161,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-10,SENTINEL-1C_SLC,S1C (input),1064,164,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-11,SENTINEL-1C_SLC,S1C (input),1006,205,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-12,SENTINEL-1C_SLC,S1C (input),1011,197,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-13,SENTINEL-1C_SLC,S1C (input),979,177,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-14,SENTINEL-1C_SLC,S1C (input),864,169,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-11-15,SENTINEL-1C_SLC,S1C (input),406,83,1002.1724137931035,895.5942003689031,1108.7506272173039
2025-10-17,OPERA_L2_RTC-S1_V1,RTC-S1 (output),50727,9083,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-18,OPERA_L2_RTC-S1_V1,RTC-S1 (output),52469,10120,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-19,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51927,10497,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-20,OPERA_L2_RTC-S1_V1,RTC-S1 (output),50959,9929,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-21,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51047,9472,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-22,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51331,10213,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-23,OPERA_L2_RTC-S1_V1,RTC-S1 (output),49911,9959,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-24,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51956,10327,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-25,OPERA_L2_RTC-S1_V1,RTC-S1 (output),52995,9753,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-26,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51530,9637,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-27,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51490,10682,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-28,OPERA_L2_RTC-S1_V1,RTC-S1 (output),50297,9766,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-29,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51285,9235,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-30,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51644,9622,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-31,OPERA_L2_RTC-S1_V1,RTC-S1 (output),52885,9487,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-01,OPERA_L2_RTC-S1_V1,RTC-S1 (output),53404,8936,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-02,OPERA_L2_RTC-S1_V1,RTC-S1 (output),53051,9388,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-03,OPERA_L2_RTC-S1_V1,RTC-S1 (output),52094,10036,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-04,OPERA_L2_RTC-S1_V1,RTC-S1 (output),49561,9026,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-05,OPERA_L2_RTC-S1_V1,RTC-S1 (output),52717,9823,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-06,OPERA_L2_RTC-S1_V1,RTC-S1 (output),52922,10130,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-07,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51488,9949,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-08,OPERA_L2_RTC-S1_V1,RTC-S1 (output),51976,10774,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-09,OPERA_L2_RTC-S1_V1,RTC-S1 (output),41711,7758,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-10,OPERA_L2_RTC-S1_V1,RTC-S1 (output),43077,7085,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-11,OPERA_L2_RTC-S1_V1,RTC-S1 (output),33179,4744,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-12,OPERA_L2_RTC-S1_V1,RTC-S1 (output),6955,648,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-13,OPERA_L2_RTC-S1_V1,RTC-S1 (output),0,0,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-14,OPERA_L2_RTC-S1_V1,RTC-S1 (output),0,0,50293.57692307692,41619.048052286445,58968.1057938674
2025-11-15,OPERA_L2_RTC-S1_V1,RTC-S1 (output),0,0,50293.57692307692,41619.048052286445,58968.1057938674
2025-10-17,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5094,4848,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-18,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5193,4849,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-19,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5133,4837,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-20,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4844,4558,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-21,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4470,4189,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-22,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5340,5051,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-23,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4430,4218,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-24,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5029,4602,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-25,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5423,4999,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-26,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5081,4884,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-27,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5785,5490,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-28,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4769,4558,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-29,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),1897,1861,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-30,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),184,184,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-31,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),1880,1802,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-01,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),3314,3112,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-02,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4302,4021,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-03,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5272,5013,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-04,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4751,4539,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-05,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5585,5128,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-06,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5590,5166,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-07,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5205,4954,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-08,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),5362,5018,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-09,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),2665,2495,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-10,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),3381,3171,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-11,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4588,4240,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-12,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4645,4345,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-13,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),4537,4256,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-14,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),1443,1324,4419.607142857143,1809.1055304524803,7030.108755261806
2025-11-15,OPERA_L2_CSLC-S1_V1,CSLC-S1 (output),0,0,4419.607142857143,1809.1055304524803,7030.108755261806
2025-10-17,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),10,,9.0,6.339751312955295,11.660248687044705
2025-10-18,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),10,,9.0,6.339751312955295,11.660248687044705
2025-10-19,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-20,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-21,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-22,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-23,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-24,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-25,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-26,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-27,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-28,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),10,,9.0,6.339751312955295,11.660248687044705
2025-10-29,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),10,,9.0,6.339751312955295,11.660248687044705
2025-10-30,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-10-31,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-01,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-02,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-03,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-04,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-05,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-06,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),13,,9.0,6.339751312955295,11.660248687044705
2025-11-07,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-08,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),6,,9.0,6.339751312955295,11.660248687044705
2025-11-09,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),8,,9.0,6.339751312955295,11.660248687044705
2025-11-10,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),9,,9.0,6.339751312955295,11.660248687044705
2025-11-11,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),5,,9.0,6.339751312955295,11.660248687044705
2025-11-12,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),1,,9.0,6.339751312955295,11.660248687044705
2025-11-13,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),0,,9.0,6.339751312955295,11.660248687044705
2025-11-14,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),0,,9.0,6.339751312955295,11.660248687044705
2025-11-15,OPERA_L4_TROPO-ZENITH_V1,TROPO-ZENITH (output),0,,9.0,6.339751312955295,11.660248687044705
2025-10-17,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),21311,3714,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-18,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),20647,3864,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-19,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),18163,3688,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-20,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),16891,3449,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-21,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),18261,3316,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-22,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),18881,3410,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-23,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),18150,3614,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-24,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),17988,3590,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-25,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),17573,3099,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-26,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),16691,2717,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-27,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),18987,3255,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-28,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),22941,4129,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-29,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),21256,3542,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-30,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),18452,3050,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-31,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),19838,3335,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-01,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),19683,3430,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-02,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),18698,3383,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-03,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),17236,3148,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-04,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),15185,2698,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-05,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),14161,2626,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-06,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),10427,2269,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-07,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),3237,565,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-08,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-09,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-10,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-11,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-12,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-13,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-14,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-11-15,OPERA_L3_DSWX-S1_V1,DSWX-S1 (output),0,0,18162.85714285714,12908.93991814931,23416.774367564973
2025-10-17,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-18,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-19,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-20,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-21,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-22,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-23,OPERA_L3_DISP-S1_V1,DISP-S1 (output),4376,4317,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-24,OPERA_L3_DISP-S1_V1,DISP-S1 (output),8801,8697,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-25,OPERA_L3_DISP-S1_V1,DISP-S1 (output),7920,7875,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-26,OPERA_L3_DISP-S1_V1,DISP-S1 (output),6749,6749,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-27,OPERA_L3_DISP-S1_V1,DISP-S1 (output),5070,5070,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-28,OPERA_L3_DISP-S1_V1,DISP-S1 (output),1816,1816,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-29,OPERA_L3_DISP-S1_V1,DISP-S1 (output),795,795,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-30,OPERA_L3_DISP-S1_V1,DISP-S1 (output),1020,1020,2312.3125,-3813.9911048970835,8438.616104897083
2025-10-31,OPERA_L3_DISP-S1_V1,DISP-S1 (output),315,315,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-01,OPERA_L3_DISP-S1_V1,DISP-S1 (output),135,135,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-02,OPERA_L3_DISP-S1_V1,DISP-S1 (output),45,45,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-03,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-04,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-05,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-06,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-07,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-08,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-09,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-10,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-11,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-12,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-13,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-14,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
2025-11-15,OPERA_L3_DISP-S1_V1,DISP-S1 (output),0,0,2312.3125,-3813.9911048970835,8438.616104897083
